ID,Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Ed Level,Accounts Held
4307,45,128,4,6,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4308,44,132,3,2.6,1,308,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4309,34,188,1,2.9,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4310,65,170,4,6.1,2,0,1,0,1,1,1,Graduate, Holds only Deposit
4311,32,14,3,0.9,3,111,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4312,41,93,1,2.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4313,52,79,1,2.7,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4314,35,79,4,2.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4315,51,62,4,1.8,3,119,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4316,30,95,2,0.2,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
4317,58,60,4,1.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4318,49,75,1,1.5,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4319,63,85,4,0.1,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4320,40,143,1,4.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4321,27,34,1,2,2,112,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4322,38,44,2,1.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4323,52,31,4,0.9,2,151,0,1,0,1,0,Graduate, Holds only Securites 
4324,49,13,4,0.8,1,111,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4325,59,52,4,1.5,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4326,32,42,1,0.2,3,102,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4327,30,102,4,2.1,3,139,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4328,64,143,2,6.4,3,0,1,1,1,1,0,Advanced Degree,Holds Securities & Deposit
4329,59,10,4,0.7,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4330,62,44,1,1.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4331,61,158,2,6,1,306,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
4332,53,12,2,1,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4333,51,59,1,1.2,1,139,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4334,55,92,1,1.9,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4335,36,82,2,2.8,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
4336,44,44,4,0,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4337,26,182,2,3.2,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
4338,54,121,2,0.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4339,35,38,1,1.7,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
4340,34,92,2,2.7,1,0,0,1,1,0,1,Undergraduate,Holds Securities & Deposit
4341,28,53,2,1.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4342,32,45,3,2.3,1,83,0,1,0,1,0,Undergraduate, Holds only Securites 
4343,38,63,1,3.6,2,0,0,1,0,1,0,Graduate, Holds only Securites 
4344,53,181,1,8.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4345,26,184,2,4.2,3,577,1,0,1,1,1,Advanced Degree, Holds only Deposit
4346,45,33,3,0.5,1,136,0,0,1,1,1,Undergraduate, Holds only Deposit
4347,58,22,3,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4348,59,99,2,2.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4349,45,44,3,1,2,193,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4350,64,101,4,3.4,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4351,30,32,1,2,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4352,40,59,4,2.666666667,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4353,61,25,2,0.5,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4354,40,140,3,5.6,1,0,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4355,40,29,1,0.75,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4356,43,35,1,0.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4357,39,141,4,6.3,1,0,1,1,1,1,1,Undergraduate,Holds Securities & Deposit
4358,35,75,4,2,3,79,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4359,38,58,2,2.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4360,67,41,2,1.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4361,55,42,2,2,2,196,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4362,28,55,3,1.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4363,30,18,4,0.3,2,84,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4364,59,75,4,2.3,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
4365,26,85,2,2.5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4366,52,43,4,1.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4367,40,149,2,3.9,1,319,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4368,31,25,2,1,2,0,0,1,1,1,1,Graduate,Holds Securities & Deposit
4369,50,19,4,0.4,2,103,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4370,27,18,1,0.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4371,64,13,4,0.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4372,34,41,1,2.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4373,30,139,1,4.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4374,39,62,3,2.333333333,1,131,0,0,1,1,1,Undergraduate, Holds only Deposit
4375,34,51,3,2,1,130,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4376,40,71,3,3,1,272,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4377,33,145,1,2.7,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4378,38,45,4,1.2,2,138,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4379,42,53,4,1.9,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4380,37,64,1,1.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4381,33,39,4,0.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4382,60,38,3,2.2,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
4383,28,85,3,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4384,45,61,3,2.7,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4385,56,23,1,1.2,3,127,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
4386,53,122,1,2.4,1,330,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4387,37,72,4,0.7,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4388,47,123,1,7.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4389,58,40,1,1.6,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
4390,52,62,4,2.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4391,46,113,2,3.3,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
4392,52,81,4,3.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4393,24,59,4,1.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4394,57,25,2,0.7,2,103,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4395,66,25,4,0.6,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4396,30,14,4,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4397,48,19,1,0.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4398,63,61,1,2.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4399,48,21,1,0.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4400,34,44,1,1.333333333,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4401,60,42,3,1.5,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
4402,55,52,1,1.4,3,207,0,1,0,0,0,Advanced Degree, Holds only Securites 
4403,50,112,1,0,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4404,29,34,1,0.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4405,61,83,2,1.7,3,245,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4406,50,24,4,0.4,2,137,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4407,37,71,2,1.7,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4408,64,181,2,2.3,2,0,1,0,1,1,1,Graduate, Holds only Deposit
4409,43,75,4,0.2,3,102,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4410,39,153,2,3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4411,23,75,2,1.8,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4412,34,19,4,0.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4413,29,31,4,1.5,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4414,33,178,3,8.5,1,0,1,1,1,1,0,Undergraduate,Holds Securities & Deposit
4415,60,65,2,1.5,1,220,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
4416,49,8,1,0.3,1,97,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4417,54,92,2,1.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4418,59,145,4,1.8,1,198,1,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4419,42,85,1,3.7,3,272,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4420,62,149,1,4.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4421,63,9,4,0.6,2,100,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4422,57,164,2,3.8,3,422,1,0,1,1,1,Advanced Degree, Holds only Deposit
4423,61,40,3,0.5,2,100,0,1,0,0,0,Graduate, Holds only Securites 
4424,35,54,1,2.5,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4425,26,164,2,4,3,301,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4426,33,140,1,4.6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4427,31,18,1,0.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4428,51,12,4,1,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
4429,55,140,2,2.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4430,38,24,2,0.8,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
4431,38,60,2,1.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4432,53,50,2,0.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4433,62,44,1,1.9,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4434,35,51,4,2.2,2,110,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4435,46,34,2,1.3,1,116,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4436,60,33,2,0.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4437,63,63,2,1.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4438,43,22,2,0,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4439,33,104,2,3.6,3,0,1,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4440,43,75,3,0.3,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4441,62,75,2,1.7,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4442,48,62,4,3.6,3,83,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4443,38,48,1,1.8,1,169,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4444,36,73,2,2.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4445,49,135,2,1.4,1,82,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4446,61,61,3,2.2,3,117,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
4447,49,78,3,2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4448,59,40,3,0.9,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4449,30,44,1,0.2,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4450,44,45,2,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4451,67,18,2,0.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4452,59,53,4,2.3,3,174,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4453,37,11,3,0.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4454,50,38,3,0.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4455,56,28,1,1.5,2,0,0,1,1,1,1,Graduate,Holds Securities & Deposit
4456,29,35,2,0.3,1,88,0,0,1,1,1,Undergraduate, Holds only Deposit
4457,55,81,3,1.7,2,171,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4458,48,90,2,0.8,3,205,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4459,32,115,1,4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4460,47,78,1,0.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4461,46,30,4,1.9,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4462,33,39,4,0.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4463,39,69,3,0.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4464,60,29,3,0.2,1,79,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4465,39,54,4,2.2,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4466,34,60,3,2.8,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
4467,55,99,1,0.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4468,67,51,3,2.2,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4469,40,53,3,0.5,3,0,0,1,1,1,1,Advanced Degree,Holds Securities & Deposit
4470,44,111,2,5.3,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
4471,56,79,3,0.8,1,302,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4472,50,90,1,2.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4473,31,18,2,0.3,1,124,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4474,66,73,3,2.4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4475,43,59,3,0.8,3,91,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4476,58,40,2,0.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4477,33,41,1,1.5,2,0,0,0,1,1,1,Graduate, Holds only Deposit
4478,33,53,1,2.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4479,32,128,2,4.333333333,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4480,55,145,2,6,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4481,25,35,4,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4482,40,28,2,0.8,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4483,54,155,1,1,1,256,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4484,36,195,2,3,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4485,35,50,4,2.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4486,44,48,3,0.8,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4487,38,81,1,3.6,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4488,30,50,1,1.5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4489,39,21,3,0.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4490,35,142,2,0,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
4491,41,64,4,0.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4492,56,91,1,3,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
4493,52,74,1,2.6,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4494,29,182,1,3.7,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4495,38,82,4,2.666666667,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4496,51,45,4,2.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4497,45,85,2,3.2,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
4498,51,133,1,0.6,1,328,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4499,53,22,1,0.5,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4500,50,24,4,0.5,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
4501,59,38,3,2.2,3,178,0,1,1,1,1,Advanced Degree,Holds Securities & Deposit
4502,57,80,2,0,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4503,45,33,3,0.5,1,108,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4504,27,41,4,1.8,3,147,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4505,40,90,4,1.1,2,0,0,1,0,1,0,Graduate, Holds only Securites 
4506,39,89,1,2.8,3,153,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
4507,26,8,2,0.9,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4508,27,85,1,1.9,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4509,55,53,3,1.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4510,64,20,3,0.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4511,41,9,1,1,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4512,46,25,4,0.6,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4513,43,114,1,1.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4514,24,41,4,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4515,29,49,4,2.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4516,58,12,4,0.7,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4517,45,50,3,2.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4518,53,30,4,0.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4519,45,32,4,0.6,1,77,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
4520,32,41,4,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4521,56,25,3,0.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4522,31,29,1,0.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4523,29,50,4,1.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4524,48,79,3,0.7,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4525,36,110,1,3.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4526,36,40,2,1.666666667,2,129,0,1,0,1,0,Graduate, Holds only Securites 
4527,41,18,1,0.6,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4528,48,48,1,0.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4529,27,40,4,1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4530,33,19,2,1,2,92,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4531,31,35,1,1.333333333,1,131,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
4532,48,133,2,3.1,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
4533,59,19,2,0.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4534,41,83,4,2.666666667,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4535,42,39,3,2.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4536,62,38,3,0.5,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4537,62,63,1,2.5,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
4538,51,85,3,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4539,48,14,4,1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4540,56,64,4,1.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4541,62,124,1,3.8,1,405,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4542,53,20,1,0.2,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
4543,62,33,3,0.1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4544,28,80,3,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4545,61,35,2,0.2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4546,48,74,3,0.7,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
4547,50,32,2,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4548,58,73,4,0.7,1,241,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4549,53,41,2,0.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4550,65,18,1,1.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4551,27,28,4,1.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4552,50,64,1,2.666666667,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4553,50,44,2,0.7,2,192,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4554,41,109,3,1,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
4555,43,71,3,0.3,3,179,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4556,55,79,2,1.1,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
4557,33,30,2,1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4558,44,82,2,0.4,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
4559,47,101,3,2,2,270,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4560,43,13,2,0.1,2,0,0,0,1,1,1,Graduate, Holds only Deposit
4561,59,59,3,1.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4562,65,64,2,1.5,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
4563,28,188,2,4.5,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
4564,58,28,2,0.3,1,148,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4565,33,120,2,4.2,3,76,1,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4566,24,131,1,5.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4567,46,19,3,0.5,2,97,0,1,0,1,0,Graduate, Holds only Securites 
4568,26,44,4,1.3,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
4569,47,49,3,2.2,2,0,0,1,0,0,0,Graduate, Holds only Securites 
4570,32,99,2,4.5,3,249,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4571,58,95,1,3,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4572,32,81,4,1.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4573,46,73,2,0.8,3,264,0,0,1,1,1,Advanced Degree, Holds only Deposit
4574,35,193,2,6.5,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
4575,53,115,2,0.5,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4576,55,41,2,0.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
4577,63,80,2,1.7,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
4578,45,90,4,1.1,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
4579,58,41,1,0.2,1,81,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4580,50,102,2,6.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4581,37,59,1,1.5,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4582,25,69,3,0.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4583,52,83,1,3.1,1,0,1,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4584,26,49,3,2.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4585,35,180,1,3.6,3,571,1,0,1,1,1,Advanced Degree, Holds only Deposit
4586,58,61,3,2.2,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
4587,37,59,4,0.2,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4588,35,85,4,2.1,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
4589,31,13,1,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4590,58,151,3,0.6,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
4591,43,44,3,1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4592,43,53,3,0.8,3,154,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4593,54,133,1,5,2,0,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
4594,53,31,3,0.9,3,78,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4595,32,101,4,2.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
4596,37,61,3,2.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
4597,34,68,3,2.6,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
4598,51,21,4,0.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4599,49,149,2,0.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
4600,54,75,1,1.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
4601,37,55,1,2.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
4602,57,81,2,3.7,1,226,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
