Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Ed Level,Accounts Held
48,43,3,1.9,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
43,70,3,2.333333333,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
60,51,2,2.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
27,59,4,1.6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
38,129,4,0.3,3,75,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
40,22,2,1.4,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
38,29,4,0.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
50,18,1,0.4,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
38,65,3,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
34,65,4,1.3,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
42,38,1,0.2,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
60,110,2,2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
62,22,1,1.5,2,111,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
59,43,2,0.3,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
49,30,4,0.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
49,134,2,6.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
36,32,3,1.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
33,139,1,4.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
43,45,2,0.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
53,62,3,3,2,0,0,1,0,0,0,Graduate, Holds only Securites 
57,51,4,1.7,2,103,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
53,93,1,0.8,3,313,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
60,122,1,1.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
34,45,1,1.333333333,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
51,179,1,8.1,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
36,64,3,2.8,1,205,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
63,41,2,1.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
37,58,2,0.6,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
57,64,4,2.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
52,28,3,1.7,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
38,21,1,0.666666667,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
61,60,1,2.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
31,78,2,0.2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
39,59,3,0.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
38,59,3,0.5,3,0,0,1,1,1,1,Advanced Degree,Holds Securities & Deposit
46,83,4,1.4,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
48,128,1,5.7,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
58,95,1,2.6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
50,160,4,4.3,3,410,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
67,78,4,2.4,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
36,184,2,5.1,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
30,30,3,1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
58,51,2,1.6,3,123,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
43,35,1,0.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
31,74,4,4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
37,43,4,1.2,2,0,0,1,0,0,0,Graduate, Holds only Securites 
49,23,2,1,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
27,20,4,0.4,1,99,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
50,112,1,0.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
46,74,3,0.7,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
49,65,2,0.4,3,232,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
29,124,2,0.2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
55,65,3,2.5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
61,73,3,2,3,285,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
45,8,2,0.1,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
33,53,3,2.3,1,76,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
63,131,3,2.6,3,229,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
32,13,4,0.3,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
42,60,1,2.4,1,98,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
51,45,1,1.6,2,82,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
44,39,2,2.1,3,119,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
33,78,4,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
39,43,3,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
56,31,2,0.3,1,109,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
28,118,3,2.4,2,161,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
43,82,3,0.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
30,112,3,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
34,10,1,0.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
26,18,2,0.9,3,95,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
58,72,3,0.3,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
43,72,4,0.2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
40,78,1,5.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
54,78,3,1.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
44,30,1,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
54,45,3,1.4,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
39,80,2,0.4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
59,174,1,4.7,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
53,51,2,3.2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
32,181,1,6,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
40,78,4,1.4,2,194,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
54,79,3,1.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
27,119,1,5.4,1,118,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
63,49,4,1.2,2,109,0,1,1,1,1,Graduate,Holds Securities & Deposit
26,83,3,3.9,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
33,100,1,2.7,2,126,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
43,70,3,2.333333333,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
57,52,3,0.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
26,12,4,1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
55,82,4,1.3,3,219,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
30,34,2,0.3,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
63,112,4,2.4,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
55,42,3,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
35,83,2,2.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
45,142,1,1.4,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
47,199,2,6.666666667,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
31,29,4,1.5,2,121,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
56,70,3,1.4,3,273,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
49,25,2,0.7,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
53,84,2,1.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
62,81,3,4.4,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
63,15,2,0.4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
26,54,3,0.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
59,108,4,3.8,2,304,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
40,83,4,2.666666667,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
42,62,1,0.7,3,170,0,0,1,1,1,Advanced Degree, Holds only Deposit
29,134,2,3.3,1,204,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
40,75,3,2.333333333,1,79,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
31,109,2,2,2,341,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
35,152,2,3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
62,83,4,2.4,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
51,52,4,1.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
32,31,2,2,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
27,135,3,2.7,3,449,1,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
62,98,1,0.9,1,151,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
66,14,4,0.6,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
53,64,4,2.6,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
49,109,2,6.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
65,118,1,1.3,1,333,0,0,1,1,1,Undergraduate, Holds only Deposit
30,80,4,2.2,2,0,0,1,0,1,0,Graduate, Holds only Securites 
60,51,3,1.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
30,115,4,3.8,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
54,83,1,2.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
54,90,1,0.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
37,28,4,1.7,1,0,0,1,1,1,0,Undergraduate,Holds Securities & Deposit
32,82,2,2.5,1,221,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
51,24,3,0.4,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
46,71,2,1.7,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
41,80,1,0.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
62,109,4,1.7,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
54,140,1,2.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
52,39,4,0.2,2,0,0,1,0,1,0,Graduate, Holds only Securites 
51,39,1,1.2,2,98,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
24,50,3,2.4,2,0,0,1,0,0,0,Graduate, Holds only Securites 
61,31,2,0.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
55,35,3,1,3,144,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
37,44,4,0.2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
64,35,1,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
34,20,2,0.3,1,106,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
31,10,4,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
42,83,4,2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
47,203,2,8.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
29,84,3,0.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
34,41,4,0.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
36,164,2,7.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
34,152,2,6.5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
26,62,4,1.6,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
48,12,4,1,1,89,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
47,28,4,0.6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
39,52,1,2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
62,19,3,1.3,2,97,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
34,35,3,1.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
43,28,4,0.3,1,96,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
55,70,3,2,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
65,140,1,0.9,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
26,102,4,2.3,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
57,50,4,2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
32,61,3,2.3,1,205,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
35,188,2,3.7,2,259,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
63,178,4,9,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
49,44,4,0.9,2,194,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
23,12,4,1,1,0,0,1,0,0,1,Undergraduate, Holds only Securites 
30,69,4,3.4,1,188,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
43,132,1,5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
39,128,2,3.9,1,196,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
31,44,4,0.8,1,122,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
65,44,1,0.5,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
34,34,2,2,3,0,0,1,0,1,0,Advanced Degree, Holds only Securites 
37,132,2,3.9,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
62,158,2,2.1,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
33,83,1,0.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
48,28,1,1.4,3,75,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
33,131,3,2.2,3,0,1,1,0,0,0,Advanced Degree, Holds only Securites 
45,31,3,0.5,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
44,40,4,0,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
37,71,2,1.8,1,127,0,1,0,0,0,Undergraduate, Holds only Securites 
31,42,2,2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
56,35,3,0.1,2,114,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
30,81,2,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
61,91,2,2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
32,129,4,5.2,2,0,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
51,75,1,2.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
26,54,4,0.6,2,230,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
31,43,1,1.5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
43,94,4,1.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
57,84,4,1.3,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
42,34,1,2,2,0,0,1,0,0,0,Graduate, Holds only Securites 
48,15,4,0.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
46,99,2,3.8,3,194,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
33,15,1,0.4,2,82,0,1,1,1,1,Graduate,Holds Securities & Deposit
45,83,4,2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
31,83,4,1.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
42,143,1,1.7,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
56,81,4,2.6,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
63,39,1,1.9,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
42,158,2,0.4,2,277,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
50,62,1,1.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
31,64,2,0.1,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
65,29,1,1.5,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
60,64,3,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
34,21,4,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
62,142,2,2.8,3,0,1,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
56,64,3,2.5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
51,40,4,1.8,1,0,0,1,0,0,1,Undergraduate, Holds only Securites 
44,61,3,2.7,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
41,44,1,0.3,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
43,78,3,2.666666667,2,161,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
25,25,2,0.9,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
40,125,2,1.9,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
53,63,2,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
54,54,1,1.6,3,185,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
36,92,2,0,1,184,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
26,119,2,0.6,1,381,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
35,40,1,2.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
29,41,1,1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
35,81,2,0,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
28,101,3,2.5,1,270,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
48,25,4,0.5,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
46,55,1,1.5,2,0,0,1,0,0,0,Graduate, Holds only Securites 
31,43,1,2.1,3,166,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
40,98,2,1.8,2,98,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
27,112,4,2.3,3,402,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
32,69,4,4,3,102,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
67,79,4,1.7,2,215,0,0,1,1,1,Graduate, Holds only Deposit
24,118,2,7.2,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
45,81,3,2.666666667,2,251,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
26,19,1,0.1,2,121,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
42,139,2,2.9,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
65,63,3,0.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
59,102,2,1.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
30,40,4,1.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
32,44,1,0.3,1,81,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
36,59,3,2,1,216,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
48,224,2,6.666666667,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
56,64,2,2.3,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
44,129,2,3.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
60,43,1,1.4,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
51,12,3,0.4,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
34,53,3,2.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
45,39,2,2.1,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
47,65,1,0,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
29,18,1,0.4,3,94,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
52,55,1,1.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
61,60,1,2.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
40,42,2,0.3,1,187,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
24,44,3,0.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
33,111,2,1.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
33,62,1,1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
52,44,2,0.8,3,148,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
40,69,1,1.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
45,62,3,0.8,3,172,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
27,35,1,1.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
38,91,1,2.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
50,12,1,0.2,1,96,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
41,89,3,0.1,1,292,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
60,65,4,1.7,2,0,0,1,0,1,0,Graduate, Holds only Securites 
64,179,2,4.5,3,400,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
34,82,2,1.5,3,0,0,1,1,1,1,Advanced Degree,Holds Securities & Deposit
30,48,1,1.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
31,20,4,1.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
41,91,1,2.8,3,330,0,1,0,1,0,Advanced Degree, Holds only Securites 
61,122,2,6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
42,22,1,1.4,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
48,43,2,1.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
59,38,4,1.7,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
57,61,3,2.666666667,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
37,33,4,0.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
53,145,1,2.9,1,345,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
53,170,1,1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
26,55,3,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
39,40,1,2.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
35,68,2,0,1,126,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
59,53,3,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
43,63,3,0.8,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
39,123,2,2.2,1,92,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
49,13,2,0,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
47,12,4,0.2,1,102,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
41,53,2,2.5,1,102,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
57,79,1,2.7,2,294,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
42,89,1,0.1,2,170,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
61,188,1,9.3,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
56,62,3,1.4,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
29,123,3,5.6,3,428,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
25,40,3,2.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
32,119,4,5,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
37,123,4,3.1,2,253,1,0,1,1,1,Graduate, Holds only Deposit
31,23,1,0.4,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
38,62,1,1.5,3,255,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
40,69,3,2.1,1,106,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
61,124,2,3.9,1,0,0,1,0,0,1,Undergraduate, Holds only Securites 
50,52,4,0.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
32,134,2,3.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
62,58,1,0.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
62,45,3,0.5,2,200,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
40,75,4,1.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
59,23,4,0.4,2,78,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
43,123,3,1.3,1,0,1,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
62,48,3,2.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
48,145,1,0.3,1,140,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
29,31,1,1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
58,38,3,2.2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
43,78,4,1.9,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
39,94,2,1.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
33,84,1,2.9,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
40,22,1,0.6,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
28,78,4,0.2,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
38,75,3,2.333333333,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
65,71,3,2.2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
35,24,1,0.5,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
29,112,2,4.333333333,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
61,53,1,2.8,2,167,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
46,41,1,0.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
50,25,1,0.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
60,42,4,2.5,2,194,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
54,51,3,1,2,113,0,1,1,1,1,Graduate,Holds Securities & Deposit
43,19,2,0.3,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
38,90,2,0,1,258,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
